anc.pop	admx.pop	sex	proportion	norm.proportion	bootstrap
African	PEL	f	0.029	0.0288844621513944	18
Native_American	PEL	m	0.299	0.300200803212851	18
European	PEL	m	0.199	0.199799196787149	18
African	PEL	m	0	0	18
Native_American	PUR	f	0.128	0.140350877192982	18
European	PUR	f	0.229	0.25109649122807	18
African	PUR	f	0.099	0.108552631578947	18
Native_American	PUR	m	0	0	18
European	PUR	m	0.5	0.459558823529412	18
African	PUR	m	0.044	0.0404411764705882	18
Native_American	ACB	f	0.003	0.00298210735586481	19
European	ACB	f	0	0	19
African	ACB	f	0.5	0.497017892644135	19
Native_American	ACB	m	0	0	19
European	ACB	m	0.109	0.109657947686117	19
African	ACB	m	0.388	0.390342052313883	19
Native_American	ASW	f	0.012	0.012	19
European	ASW	f	0.06	0.06	19
African	ASW	f	0.428	0.428	19
Native_American	ASW	m	0.01	0.01	19
European	ASW	m	0.15	0.15	19
African	ASW	m	0.34	0.34	19
Native_American	CLM	f	0.249	0.258298755186722	19
European	CLM	f	0.176	0.182572614107884	19
African	CLM	f	0.057	0.0591286307053942	19
Native_American	CLM	m	0	0	19
European	CLM	m	0.5	0.482625482625483	19
African	CLM	m	0.018	0.0173745173745174	19
Native_American	MXL	f	0.46	0.482180293501048	19
European	MXL	f	0	0	19
African	MXL	f	0.017	0.0178197064989518	19
Native_American	MXL	m	0	0	19
European	MXL	m	0.499	0.477055449330784	19
African	MXL	m	0.024	0.0229445506692161	19
Native_American	PEL	f	0.462	0.478260869565217	19
European	PEL	f	0	0	19
African	PEL	f	0.021	0.0217391304347826	19
Native_American	PEL	m	0.321	0.310444874274661	19
European	PEL	m	0.196	0.189555125725339	19
African	PEL	m	0	0	19
Native_American	PUR	f	0.131	0.1414686825054	19
European	PUR	f	0.233	0.251619870410367	19
African	PUR	f	0.099	0.106911447084233	19
Native_American	PUR	m	0	0	19
European	PUR	m	0.5	0.465549348230912	19
African	PUR	m	0.037	0.0344506517690875	19
Native_American	ACB	f	0.002	0.00199203187250996	20
European	ACB	f	0	0	20
African	ACB	f	0.5	0.49800796812749	20
Native_American	ACB	m	0	0	20
European	ACB	m	0.11	0.110441767068273	20
African	ACB	m	0.388	0.389558232931727	20
Native_American	ASW	f	0.027	0.027	20
European	ASW	f	0.044	0.044	20
African	ASW	f	0.429	0.429	20
Native_American	ASW	m	0.006	0.006	20
European	ASW	m	0.167	0.167	20
African	ASW	m	0.327	0.327	20
Native_American	CLM	f	0.241	0.244421906693712	20
European	CLM	f	0.185	0.18762677484787	20
African	CLM	f	0.067	0.0679513184584179	20
Native_American	CLM	m	0	0	20
European	CLM	m	0.5	0.493096646942801	20
African	CLM	m	0.007	0.00690335305719921	20
Native_American	MXL	f	0.43	0.43	20
European	MXL	f	0.04	0.04	20
African	MXL	f	0.03	0.03	20
Native_American	MXL	m	0.032	0.032064128256513	20
European	MXL	m	0.461	0.461923847695391	20
African	MXL	m	0.006	0.00601202404809619	20
Native_American	PEL	f	0.5	0.479846449136276	20
European	PEL	f	0	0	20
African	PEL	f	0.021	0.0201535508637236	20
Native_American	PEL	m	0.279	0.291231732776618	20
European	PEL	m	0.2	0.208768267223382	20
African	PEL	m	0	0	20
Native_American	PUR	f	0.123	0.136666666666667	20
European	PUR	f	0.262	0.291111111111111	20
African	PUR	f	0.065	0.0722222222222222	20
Native_American	PUR	m	0	0	20
European	PUR	m	0.46	0.418181818181818	20
African	PUR	m	0.09	0.0818181818181818	20
Native_American	ACB	f	0.002	0.00199203187250996	21
European	ACB	f	0	0	21
African	ACB	f	0.5	0.49800796812749	21
Native_American	ACB	m	0	0	21
European	ACB	m	0.119	0.119238476953908	21
African	ACB	m	0.38	0.380761523046092	21
Native_American	ASW	f	0.004	0.00400801603206413	21
European	ASW	f	0.029	0.0290581162324649	21
African	ASW	f	0.466	0.466933867735471	21
Native_American	ASW	m	0.043	0.0429141716566866	21
European	ASW	m	0.187	0.186626746506986	21
African	ASW	m	0.271	0.270459081836327	21
Native_American	CLM	f	0.264	0.271604938271605	21
European	CLM	f	0.145	0.14917695473251	21
African	CLM	f	0.077	0.0792181069958848	21
Native_American	CLM	m	0	0	21
European	CLM	m	0.5	0.486381322957198	21
African	CLM	m	0.014	0.0136186770428016	21
Native_American	MXL	f	0.383	0.382235528942116	21
European	MXL	f	0.109	0.108782435129741	21
African	MXL	f	0.009	0.00898203592814371	21
Native_American	MXL	m	0.105	0.105421686746988	21
European	MXL	m	0.361	0.362449799196787	21
African	MXL	m	0.032	0.0321285140562249	21
Native_American	PEL	f	0.5	0.484496124031008	21
European	PEL	f	0	0	21
African	PEL	f	0.016	0.0155038759689922	21
Native_American	PEL	m	0.284	0.293388429752066	21
European	PEL	m	0.198	0.204545454545455	21
African	PEL	m	0.002	0.00206611570247934	21
Native_American	PUR	f	0.138	0.147751605995717	21
European	PUR	f	0.219	0.234475374732334	21
African	PUR	f	0.11	0.117773019271949	21
Native_American	PUR	m	0	0	21
European	PUR	m	0.491	0.460600375234522	21
African	PUR	m	0.042	0.0393996247654784	21
Native_American	ACB	f	0.003	0.00298210735586481	22
European	ACB	f	0	0	22
African	ACB	f	0.5	0.497017892644135	22
Native_American	ACB	m	0	0	22
European	ACB	m	0.128	0.128772635814889	22
African	ACB	m	0.369	0.371227364185111	22
Native_American	ASW	f	0.038	0.0413943355119826	22
European	ASW	f	0.06	0.065359477124183	22
African	ASW	f	0.361	0.393246187363834	22
Native_American	ASW	m	0	0	22
European	ASW	m	0.144	0.133086876155268	22
African	ASW	m	0.397	0.366913123844732	22
Native_American	CLM	f	0.253	0.258691206543967	22
European	CLM	f	0.159	0.162576687116564	22
African	CLM	f	0.077	0.0787321063394683	22
Native_American	CLM	m	0	0	22
European	CLM	m	0.5	0.489236790606654	22
African	CLM	m	0.011	0.0107632093933464	22
Native_American	MXL	f	0.467	0.467	22
European	MXL	f	0.014	0.014	22
African	MXL	f	0.019	0.019	22
Native_American	MXL	m	0.044	0.044	22
European	MXL	m	0.428	0.428	22
African	MXL	m	0.028	0.028	22
Native_American	PEL	f	0.485	0.48019801980198	22
European	PEL	f	0	0	22
African	PEL	f	0.02	0.0198019801980198	22
Native_American	PEL	m	0.302	0.305668016194332	22
European	PEL	m	0.192	0.194331983805668	22
African	PEL	m	0	0	22
Native_American	PUR	f	0.135	0.135814889336016	22
European	PUR	f	0.241	0.242454728370221	22
African	PUR	f	0.121	0.121730382293763	22
Native_American	PUR	m	0	0	22
European	PUR	m	0.5	0.497017892644135	22
African	PUR	m	0.003	0.00298210735586481	22
Native_American	ACB	f	0.004	0.00396825396825397	23
European	ACB	f	0	0	23
African	ACB	f	0.5	0.496031746031746	23
Native_American	ACB	m	0	0	23
European	ACB	m	0.119	0.119959677419355	23
African	ACB	m	0.377	0.380040322580645	23
Native_American	ASW	f	0.024	0.0241448692152917	23
European	ASW	f	0.06	0.0603621730382294	23
African	ASW	f	0.413	0.415492957746479	23
Native_American	ASW	m	0	0	23
European	ASW	m	0.154	0.153081510934394	23
African	ASW	m	0.349	0.346918489065606	23
Native_American	CLM	f	0.259	0.289709172259508	23
European	CLM	f	0.152	0.170022371364653	23
African	CLM	f	0.036	0.0402684563758389	23
Native_American	CLM	m	0	0	23
European	CLM	m	0.5	0.452079566003617	23
African	CLM	m	0.053	0.0479204339963834	23
Native_American	MXL	f	0.418	0.451403887688985	23
European	MXL	f	0.036	0.0388768898488121	23
African	MXL	f	0.009	0.00971922246220303	23
Native_American	MXL	m	0	0	23
European	MXL	m	0.5	0.465549348230912	23
African	MXL	m	0.037	0.0344506517690875	23
Native_American	PEL	f	0.5	0.476190476190476	23
European	PEL	f	0	0	23
African	PEL	f	0.025	0.0238095238095238	23
Native_American	PEL	m	0.239	0.25210970464135	23
European	PEL	m	0.235	0.24789029535865	23
African	PEL	m	0	0	23
Native_American	PUR	f	0.131	0.136743215031315	23
European	PUR	f	0.228	0.237995824634656	23
African	PUR	f	0.12	0.125260960334029	23
Native_American	PUR	m	0	0	23
European	PUR	m	0.5	0.479846449136276	23
African	PUR	m	0.021	0.0201535508637236	23
Native_American	ACB	f	0.002	0.00199203187250996	24
European	ACB	f	0	0	24
African	ACB	f	0.5	0.49800796812749	24
Native_American	ACB	m	0	0	24
European	ACB	m	0.122	0.122244488977956	24
African	ACB	m	0.377	0.377755511022044	24
Native_American	ASW	f	0.042	0.0420841683366733	24
European	ASW	f	0.052	0.0521042084168337	24
African	ASW	f	0.405	0.405811623246493	24
Native_American	ASW	m	0	0	24
European	ASW	m	0.164	0.163672654690619	24
African	ASW	m	0.337	0.336327345309381	24
Native_American	CLM	f	0.254	0.264583333333333	24
European	CLM	f	0.18	0.1875	24
African	CLM	f	0.046	0.0479166666666667	24
Native_American	CLM	m	0	0	24
European	CLM	m	0.5	0.480769230769231	24
African	CLM	m	0.02	0.0192307692307692	24
Native_American	MXL	f	0.465	0.465	24
European	MXL	f	0.02	0.02	24
African	MXL	f	0.015	0.015	24
Native_American	MXL	m	0	0	24
European	MXL	m	0.466	0.466933867735471	24
African	MXL	m	0.033	0.0330661322645291	24
Native_American	PEL	f	0.5	0.477099236641221	24
European	PEL	f	0	0	24
African	PEL	f	0.024	0.0229007633587786	24
Native_American	PEL	m	0.258	0.271008403361345	24
European	PEL	m	0.218	0.228991596638655	24
African	PEL	m	0	0	24
Native_American	PUR	f	0.126	0.127016129032258	24
European	PUR	f	0.225	0.226814516129032	24
African	PUR	f	0.145	0.14616935483871	24
Native_American	PUR	m	0	0	24
European	PUR	m	0.5	0.497017892644135	24
African	PUR	m	0.003	0.00298210735586481	24
Native_American	ACB	f	0.003	0.00298210735586481	25
European	ACB	f	0	0	25
African	ACB	f	0.5	0.497017892644135	25
Native_American	ACB	m	0	0	25
European	ACB	m	0.123	0.123991935483871	25
African	ACB	m	0.373	0.376008064516129	25
Native_American	ASW	f	0.024	0.025	25
European	ASW	f	0.035	0.0364583333333333	25
African	ASW	f	0.421	0.438541666666667	25
Native_American	ASW	m	0	0	25
European	ASW	m	0.171	0.164423076923077	25
African	ASW	m	0.349	0.335576923076923	25
Native_American	CLM	f	0.272	0.28936170212766	25
European	CLM	f	0.162	0.172340425531915	25
African	CLM	f	0.036	0.0382978723404255	25
Native_American	CLM	m	0	0	25
European	CLM	m	0.474	0.446327683615819	25
African	CLM	m	0.057	0.0536723163841808	25
Native_American	MXL	f	0.434	0.475877192982456	25
European	MXL	f	0.022	0.0241228070175439	25
African	MXL	f	0	0	25
Native_American	MXL	m	0	0	25
European	MXL	m	0.5	0.459558823529412	25
African	MXL	m	0.044	0.0404411764705882	25
Native_American	PEL	f	0.5	0.5	25
European	PEL	f	0	0	25
African	PEL	f	0	0	25
Native_American	PEL	m	0.284	0.283433133732535	25
European	PEL	m	0.182	0.181636726546906	25
African	PEL	m	0.035	0.0349301397205589	25
Native_American	PUR	f	0.13	0.148741418764302	25
European	PUR	f	0.255	0.291762013729977	25
African	PUR	f	0.052	0.0594965675057208	25
Native_American	PUR	m	0	0	25
European	PUR	m	0.479	0.424645390070922	25
African	PUR	m	0.085	0.075354609929078	25
Native_American	ACB	f	0.002	0.00199203187250996	26
European	ACB	f	0	0	26
African	ACB	f	0.5	0.49800796812749	26
Native_American	ACB	m	0	0	26
European	ACB	m	0.106	0.106425702811245	26
African	ACB	m	0.392	0.393574297188755	26
Native_American	ASW	f	0.047	0.0473790322580645	26
European	ASW	f	0.107	0.107862903225806	26
African	ASW	f	0.342	0.344758064516129	26
Native_American	ASW	m	0	0	26
European	ASW	m	0.101	0.100198412698413	26
African	ASW	m	0.403	0.399801587301587	26
Native_American	CLM	f	0.26	0.26369168356998	26
European	CLM	f	0.163	0.165314401622718	26
African	CLM	f	0.07	0.0709939148073022	26
Native_American	CLM	m	0	0	26
European	CLM	m	0.5	0.493096646942801	26
African	CLM	m	0.007	0.00690335305719921	26
Native_American	MXL	f	0.423	0.423	26
European	MXL	f	0.061	0.061	26
African	MXL	f	0.016	0.016	26
Native_American	MXL	m	0.08	0.08	26
European	MXL	m	0.398	0.398	26
African	MXL	m	0.022	0.022	26
Native_American	PEL	f	0.5	0.485436893203884	26
European	PEL	f	0	0	26
African	PEL	f	0.015	0.0145631067961165	26
Native_American	PEL	m	0.302	0.311340206185567	26
European	PEL	m	0.183	0.188659793814433	26
African	PEL	m	0	0	26
Native_American	PUR	f	0.132	0.132	26
European	PUR	f	0.233	0.233	26
African	PUR	f	0.135	0.135	26
Native_American	PUR	m	0	0	26
European	PUR	m	0.5	0.5	26
African	PUR	m	0	0	26
Native_American	ACB	f	0.003	0.00298210735586481	27
European	ACB	f	0	0	27
African	ACB	f	0.5	0.497017892644135	27
Native_American	ACB	m	0	0	27
European	ACB	m	0.115	0.11569416498994	27
African	ACB	m	0.382	0.38430583501006	27
Native_American	ASW	f	0.03	0.0298804780876494	27
European	ASW	f	0.078	0.0776892430278884	27
African	ASW	f	0.394	0.392430278884462	27
Native_American	ASW	m	0.015	0.0150905432595573	27
European	ASW	m	0.111	0.111670020120724	27
African	ASW	m	0.371	0.373239436619718	27
Native_American	CLM	f	0.247	0.247	27
European	CLM	f	0.173	0.173	27
African	CLM	f	0.08	0.08	27
Native_American	CLM	m	0	0	27
European	CLM	m	0.5	0.5	27
African	CLM	m	0	0	27
Native_American	MXL	f	0.455	0.454091816367265	27
European	MXL	f	0.037	0.0369261477045908	27
African	MXL	f	0.009	0.00898203592814371	27
Native_American	MXL	m	0.027	0.0270541082164329	27
European	MXL	m	0.439	0.439879759519038	27
African	MXL	m	0.033	0.0330661322645291	27
Native_American	PEL	f	0.5	0.473484848484848	27
European	PEL	f	0	0	27
African	PEL	f	0.028	0.0265151515151515	27
Native_American	PEL	m	0.256	0.271186440677966	27
European	PEL	m	0.216	0.228813559322034	27
African	PEL	m	0	0	27
Native_American	PUR	f	0.141	0.152597402597403	27
European	PUR	f	0.215	0.232683982683983	27
African	PUR	f	0.106	0.114718614718615	27
Native_American	PUR	m	0	0	27
European	PUR	m	0.5	0.463821892393321	27
African	PUR	m	0.039	0.036178107606679	27
Native_American	ACB	f	0.004	0.00396825396825397	28
European	ACB	f	0	0	28
African	ACB	f	0.5	0.496031746031746	28
Native_American	ACB	m	0	0	28
European	ACB	m	0.118	0.118951612903226	28
African	ACB	m	0.378	0.381048387096774	28
Native_American	ASW	f	0.036	0.0375	28
European	ASW	f	0.076	0.0791666666666667	28
African	ASW	f	0.368	0.383333333333333	28
Native_American	ASW	m	0	0	28
European	ASW	m	0.143	0.1375	28
African	ASW	m	0.377	0.3625	28
Native_American	CLM	f	0.254	0.254509018036072	28
European	CLM	f	0.168	0.168336673346693	28
African	CLM	f	0.077	0.0771543086172345	28
Native_American	CLM	m	0	0	28
European	CLM	m	0.5	0.5	28
African	CLM	m	0	0	28
Native_American	MXL	f	0.462	0.462	28
European	MXL	f	0.038	0.038	28
African	MXL	f	0	0	28
Native_American	MXL	m	0.042	0.042	28
European	MXL	m	0.41	0.41	28
African	MXL	m	0.048	0.048	28
Native_American	PEL	f	0.487	0.468269230769231	28
European	PEL	f	0	0	28
African	PEL	f	0.033	0.0317307692307692	28
Native_American	PEL	m	0.259	0.269791666666667	28
European	PEL	m	0.221	0.230208333333333	28
African	PEL	m	0	0	28
Native_American	PUR	f	0.129	0.129	28
European	PUR	f	0.247	0.247	28
African	PUR	f	0.124	0.124	28
Native_American	PUR	m	0	0	28
European	PUR	m	0.5	0.5	28
African	PUR	m	0	0	28
Native_American	ACB	f	0.003	0.00298210735586481	29
European	ACB	f	0	0	29
African	ACB	f	0.5	0.497017892644135	29
Native_American	ACB	m	0.003	0.00301810865191147	29
European	ACB	m	0.125	0.125754527162978	29
African	ACB	m	0.369	0.371227364185111	29
Native_American	ASW	f	0	0	29
European	ASW	f	0.096	0.0956175298804781	29
African	ASW	f	0.406	0.404382470119522	29
Native_American	ASW	m	0.05	0.0501002004008016	29
European	ASW	m	0.124	0.124248496993988	29
African	ASW	m	0.325	0.32565130260521	29
Native_American	CLM	f	0.251	0.263655462184874	29
European	CLM	f	0.162	0.170168067226891	29
African	CLM	f	0.063	0.0661764705882353	29
Native_American	CLM	m	0	0	29
European	CLM	m	0.5	0.478011472275335	29
African	CLM	m	0.023	0.0219885277246654	29
Native_American	MXL	f	0.48	0.476190476190476	29
European	MXL	f	0	0	29
African	MXL	f	0.024	0.0238095238095238	29
Native_American	MXL	m	0	0	29
European	MXL	m	0.478	0.481854838709677	29
African	MXL	m	0.018	0.0181451612903226	29
Native_American	PEL	f	0.5	0.476190476190476	29
European	PEL	f	0	0	29
African	PEL	f	0.025	0.0238095238095238	29
Native_American	PEL	m	0.282	0.296842105263158	29
European	PEL	m	0.193	0.203157894736842	29
African	PEL	m	0	0	29
Native_American	PUR	f	0.126	0.125748502994012	29
European	PUR	f	0.25	0.249500998003992	29
African	PUR	f	0.125	0.124750499001996	29
Native_American	PUR	m	0	0	29
European	PUR	m	0.5	0.5	29
African	PUR	m	0	0	29
Native_American	ACB	f	0.004	0.00396825396825397	30
European	ACB	f	0	0	30
African	ACB	f	0.5	0.496031746031746	30
Native_American	ACB	m	0	0	30
European	ACB	m	0.115	0.115927419354839	30
African	ACB	m	0.381	0.384072580645161	30
Native_American	ASW	f	0.042	0.0426829268292683	30
European	ASW	f	0.065	0.0660569105691057	30
African	ASW	f	0.385	0.391260162601626	30
Native_American	ASW	m	0	0	30
European	ASW	m	0.14	0.138067061143984	30
African	ASW	m	0.367	0.361932938856016	30
Native_American	CLM	f	0.255	0.286516853932584	30
European	CLM	f	0.16	0.179775280898876	30
African	CLM	f	0.03	0.0337078651685393	30
Native_American	CLM	m	0	0	30
European	CLM	m	0.5	0.451263537906137	30
African	CLM	m	0.054	0.0487364620938628	30
Native_American	MXL	f	0.457	0.482067510548523	30
European	MXL	f	0.003	0.00316455696202532	30
African	MXL	f	0.014	0.0147679324894515	30
Native_American	MXL	m	0	0	30
European	MXL	m	0.5	0.476190476190476	30
African	MXL	m	0.025	0.0238095238095238	30
Native_American	PEL	f	0.5	0.496031746031746	30
European	PEL	f	0	0	30
African	PEL	f	0.004	0.00396825396825397	30
Native_American	PEL	m	0.271	0.273185483870968	30
European	PEL	m	0.203	0.204637096774194	30
African	PEL	m	0.022	0.0221774193548387	30
Native_American	PUR	f	0.132	0.132	30
European	PUR	f	0.228	0.228	30
African	PUR	f	0.14	0.14	30
Native_American	PUR	m	0	0	30
European	PUR	m	0.5	0.5	30
African	PUR	m	0	0	30
Native_American	ACB	f	0.002	0.00199203187250996	31
European	ACB	f	0	0	31
African	ACB	f	0.5	0.49800796812749	31
Native_American	ACB	m	0	0	31
European	ACB	m	0.12	0.120481927710843	31
African	ACB	m	0.378	0.379518072289157	31
Native_American	ASW	f	0.03	0.0319148936170213	31
European	ASW	f	0.037	0.0393617021276596	31
African	ASW	f	0.403	0.428723404255319	31
Native_American	ASW	m	0	0	31
European	ASW	m	0.196	0.184905660377358	31
African	ASW	m	0.334	0.315094339622641	31
Native_American	CLM	f	0.261	0.283080260303688	31
European	CLM	f	0.2	0.216919739696312	31
African	CLM	f	0	0	31
Native_American	CLM	m	0	0	31
European	CLM	m	0.461	0.427643784786642	31
African	CLM	m	0.078	0.0723562152133581	31
Native_American	MXL	f	0.419	0.419839679358717	31
European	MXL	f	0.074	0.0741482965931864	31
African	MXL	f	0.006	0.00601202404809619	31
Native_American	MXL	m	0.071	0.0707171314741036	31
European	MXL	m	0.393	0.391434262948207	31
African	MXL	m	0.038	0.0378486055776892	31
Native_American	PEL	f	0.5	0.478927203065134	31
European	PEL	f	0	0	31
African	PEL	f	0.022	0.0210727969348659	31
Native_American	PEL	m	0.289	0.302301255230126	31
European	PEL	m	0.189	0.197698744769874	31
African	PEL	m	0	0	31
Native_American	PUR	f	0.128	0.130081300813008	31
European	PUR	f	0.227	0.230691056910569	31
African	PUR	f	0.137	0.139227642276423	31
Native_American	PUR	m	0.008	0.0078740157480315	31
European	PUR	m	0.5	0.492125984251969	31
African	PUR	m	0	0	31
Native_American	ACB	f	0.005	0.00502008032128514	32
European	ACB	f	0.009	0.00903614457831325	32
African	ACB	f	0.484	0.485943775100402	32
Native_American	ACB	m	0	0	32
European	ACB	m	0.112	0.111553784860558	32
African	ACB	m	0.39	0.388446215139442	32
Native_American	ASW	f	0.025	0.025	32
European	ASW	f	0.028	0.028	32
African	ASW	f	0.447	0.447	32
Native_American	ASW	m	0.031	0.031	32
European	ASW	m	0.18	0.18	32
African	ASW	m	0.289	0.289	32
Native_American	CLM	f	0.253	0.272629310344828	32
European	CLM	f	0.153	0.164870689655172	32
African	CLM	f	0.058	0.0625	32
Native_American	CLM	m	0	0	32
European	CLM	m	0.5	0.466417910447761	32
African	CLM	m	0.036	0.0335820895522388	32
Native_American	MXL	f	0.399	0.400602409638554	32
European	MXL	f	0.083	0.0833333333333333	32
African	MXL	f	0.016	0.0160642570281125	32
Native_American	MXL	m	0.105	0.104581673306773	32
European	MXL	m	0.372	0.370517928286853	32
African	MXL	m	0.025	0.0249003984063745	32
Native_American	PEL	f	0.49	0.481335952848723	32
European	PEL	f	0	0	32
African	PEL	f	0.019	0.018664047151277	32
Native_American	PEL	m	0.276	0.281059063136456	32
European	PEL	m	0.209	0.212830957230143	32
African	PEL	m	0.006	0.00610997963340122	32
Native_American	PUR	f	0.127	0.134533898305085	32
European	PUR	f	0.235	0.248940677966102	32
African	PUR	f	0.11	0.116525423728814	32
Native_American	PUR	m	0	0	32
European	PUR	m	0.5	0.473484848484848	32
African	PUR	m	0.028	0.0265151515151515	32
Native_American	ACB	f	0.002	0.00199203187250996	33
European	ACB	f	0	0	33
African	ACB	f	0.5	0.49800796812749	33
Native_American	ACB	m	0	0	33
European	ACB	m	0.131	0.131790744466801	33
African	ACB	m	0.366	0.368209255533199	33
Native_American	ASW	f	0.035	0.0360082304526749	33
European	ASW	f	0.014	0.01440329218107	33
African	ASW	f	0.437	0.449588477366255	33
Native_American	ASW	m	0	0	33
European	ASW	m	0.17	0.16504854368932	33
African	ASW	m	0.345	0.33495145631068	33
Native_American	CLM	f	0.249	0.249498997995992	33
European	CLM	f	0.177	0.177354709418838	33
African	CLM	f	0.073	0.0731462925851703	33
Native_American	CLM	m	0	0	33
European	CLM	m	0.5	0.5	33
African	CLM	m	0	0	33
Native_American	MXL	f	0.395	0.392644135188867	33
European	MXL	f	0.108	0.107355864811133	33
African	MXL	f	0	0	33
Native_American	MXL	m	0.14	0.140845070422535	33
European	MXL	m	0.318	0.319919517102616	33
African	MXL	m	0.039	0.0392354124748491	33
Native_American	PEL	f	0.5	0.469043151969981	33
European	PEL	f	0	0	33
African	PEL	f	0.033	0.0309568480300188	33
Native_American	PEL	m	0.229	0.245708154506438	33
